"DiamondLogId";"UniqueUserId";"DiamondTotal";"PaymentType";"DiamondUsage";"UsageDate"
"5de0f1e0-dec7-47ea-aa19-c5583147a97c";"135";"10";"charge";"Konseling 1on1 reservation";"2019-10-31 03:45:07"
"5e2b554b-fe61-498e-ae58-e0ffba283249";"129";"0";"charge";"Pending Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2019-12-13 13:02:39"
"5e3ca830-cf1e-4709-bb80-6c07610f6c02";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 04:05:45"
"5e6e9b29-b507-4a6c-bc74-88887b5d919c";"135";"5";"charge";"Aptitude test reservation";"2019-11-27 06:54:41"
"5f7e3d3b-6f50-4c89-8efe-f6ff7f2e3d60";"122";"5";"topup";NULL;"2019-10-13 04:33:12"
"5feaddd1-4462-4154-a4d5-454ff203b38c";"97";"5";"topup";NULL;"2019-10-09 10:01:25"
"60950197-6489-4abe-bca1-f95dd6c201a2";"123";"5";"topup";NULL;"2019-10-23 10:39:39"
"6162b974-e94e-46db-9b6c-ba52ef22e515";"23";"5";"topup";NULL;"2019-10-13 04:33:08"
"6171348d-fee1-4f01-a503-014db80b912a";"123";"5";"topup";NULL;"2019-11-28 07:23:39"
"61a4f060-2164-4067-bd96-d4473aea257d";"127";"10";"charge";"Konseling 1on1 reservation";"2019-11-15 06:56:06"
"6373caf7-d639-40e3-a48d-77a54ce7c432";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-28 10:33:00"
"63e5e441-6a28-46b8-a255-325ca231ee44";"128";"5";"topup";NULL;"2019-10-13 04:33:13"
"6512b4ac-c137-43a0-91c0-e38080d5873f";"23";"0";"charge";"Free Tryout Registration: TryOut UTBK 2020 #1 - Saintek 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-10-14 11:18:30"
"65330f05-7234-4650-bba6-99ea19849712";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-30 13:34:42"
"6557022f-688e-42ac-92c2-8facc6157c83";"123";"5";"topup";NULL;"2020-01-03 10:03:20"
"657b3c9e-6e3d-440b-9538-7e4ef23517b5";"127";"5";"charge";"Aptitude test reservation";"2019-12-03 08:40:54"
"6655c9ae-acdf-4ead-81cb-b24166563ea4";"127";"5";"charge";"Aptitude test reservation";"2019-11-29 04:38:25"
"666dd42c-ea47-4efb-9ace-891b4a3cc43f";"104";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2019-12-12 03:43:31"
"670fdc36-19c8-4980-a886-f06f6f3962c5";"127";"10";"charge";"Konseling 1on1 reservation";"2019-11-01 03:50:57"
"67dfc4ae-a7cc-43e0-a6ac-949d53d23edd";"123";"5";"topup";NULL;"2020-01-03 10:16:21"
"68886a07-0c49-4ac2-9059-1e457962465c";"123";"5";"topup";NULL;"2019-10-10 02:11:02"
"69d548f4-bf93-45e4-bb22-eb50fa4cea18";"104";"0";"charge";"Free Tryout Registration: TryOut UTBK 2020 #1 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-10-08 08:15:41"
"69e4bd71-9648-409b-89d0-c5818b4556da";"7";"5";"topup";NULL;"2019-10-11 10:08:40"
"6a1951c4-9b38-4ed0-8f93-627f67ffd5a6";"127";"5";"charge";"Konseling 1on1 reservation";"2019-11-19 09:40:03"
"6a640f47-d1da-4de7-a41f-5041bd2fbe07";"136";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Soshum STG a705ffc8-6eed-407b-b02b-9b86bd31a252";"2019-10-17 18:17:51"
"6aecfb6f-e336-4921-98a9-5125f96d38cd";"130";"5";"topup";NULL;"2019-10-13 03:10:47"
"6b38b99d-8631-47b5-a0e0-1ea3a00af045";"123";"5";"charge";"Tryout UTBK";"2019-10-24 07:40:55"
"6b4ee0e1-2a82-4b98-88a1-be2526702bcb";"7";"10";"charge";"counseling 1:1";"2019-10-23 03:53:24"
"6bd20df0-f43f-48ac-a006-0e03f9d56495";"123";"6";"topup";"Coba topup";"2019-10-24 07:37:11"
"6cbfca7d-470a-4e78-8440-3445de13fd36";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 10:02:22"
"6d6603f7-fa66-4c6a-a849-87cc2ff8f6dd";"142";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2019-12-12 09:33:57"
"6d8ae2cc-74a0-4317-88a1-cb66ea0484e4";"127";"5";"charge";"Konseling 1on1 reservation";"2019-11-20 07:28:03"
"6dc5b908-8b4f-4aa0-ac3f-f429faf66a3f";"97";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-10-09 08:39:53"
"6e127cce-7efc-4e10-9d7d-944ac168fa62";"127";"5";"charge";"Aptitude test reservation";"2019-11-25 07:46:33"
"6e8fdef6-2df0-4dfb-9187-3c8661281c53";"139";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-11-11 07:40:31"
"702cd09c-5f75-4596-99e5-d4e7f1814b90";"43";"10";"charge";"Manual Booking: Konseling 1on1";"2019-10-23 03:35:11"
"70dfa42f-9428-4f20-882d-0f353d83e9c5";"126";"5";"topup";NULL;"2019-10-13 03:10:45"
"7159f683-13f6-4d1f-ab0b-9d60b785c5fa";"123";"5";"topup";NULL;"2020-01-10 03:46:33"
"71f6520d-1573-49c8-b968-2fece0053a72";"135";"5";"charge";"Aptitude test reservation";"2019-11-29 10:40:26"
"727e4dd3-a802-4922-9b73-8a6c8ac69cd3";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 03:39:13"
"72cbd907-0c64-416d-b4a2-41580f0d1dec";"43";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - IPC STG 2f915617-0dfd-4e3f-a392-c3fc8df0ecb7";"2019-12-11 20:43:22"
"72ef2e13-6cf5-4927-8feb-9945a8b8f00b";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-29 06:26:54"
"73316cd5-d3fe-4e8a-8ab3-755d34b968a0";"131";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-10-11 08:25:19"
"738685cf-e946-4007-8d49-94b3f07fd04d";"97";"5";"charge";"Full Tryout Registration: TEST TryOut UTBK 2020 #2 - Saintek STG 3910cbc4-ecd6-477c-b158-bd3064d3451a";"2019-12-09 08:20:46"
"740f4388-aace-45d4-82d9-661288b864c1";"104";"5";"charge";"Full Tryout Registration: TEST TryOut UTBK 2020 #2 - Saintek STG 3910cbc4-ecd6-477c-b158-bd3064d3451a";"2019-12-20 09:45:35"
"741ca870-daff-45c1-bcf5-8252f275f0b8";"135";"5";"charge";"Aptitude test reservation";"2019-11-28 07:56:20"
"7479c33e-7579-43a3-85c4-23cf42a8727f";"132";"5";"topup";NULL;"2019-12-04 10:26:13"
"74c57094-75be-4070-ae70-782ed75d1e43";"150";"0";"charge";"Pending Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2020-01-03 04:17:36"
"757d5f74-ebf6-4fd8-8374-c883ddfe3734";"127";"5";"charge";"Konseling 1on1 reservation";"2019-11-20 04:21:16"
"75fe95e1-f258-401c-8842-50740d4a8dc3";"127";"10";"charge";"Konseling 1on1 reservation";"2019-11-15 09:54:51"
"768b6744-deb6-4605-9158-665946340286";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 10:06:14"
"76b14e70-8327-4fbd-b6c5-cf43229d22e4";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 10:00:36"
"76c0fc30-572b-473f-bed2-f81d2fd02c38";"154";"5";"topup";NULL;"2020-01-03 09:56:10"
"7799be4e-8ad3-424a-9296-70c2bcf95b08";"130";"5";"topup";NULL;"2019-10-12 12:13:33"
"77fb593f-e49a-4e43-8cb1-115ec5c4cbaa";"127";"5";"topup";NULL;"2019-10-12 12:13:33"
"78924f39-ce2e-4c16-893d-9d9f7454b92b";"142";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-11-11 09:32:05"
"7a8db961-4058-4f5b-a917-b63197b5bb21";"127";"5";"topup";NULL;"2019-10-13 03:10:45"
"7ad334d0-a645-4242-b5e8-dcff8fc25ed4";"154";"5";"topup";NULL;"2020-01-03 10:04:42"
"7bc6b4ec-abe1-44da-ad77-f345f6c7c32a";"123";"5";"topup";NULL;"2019-11-28 07:34:35"
"7c923059-cfab-404b-9341-023121792c40";"7";"5";"topup";NULL;"2019-10-13 03:10:28"
"7d12e9e5-7c1b-4a1f-a6fe-34d3c4952a5e";"3";"5";"topup";NULL;"2019-10-13 03:10:28"
"7dc68d9e-c2cf-443f-a252-a840667ca81d";"153";"5";"topup";NULL;"2020-01-03 09:54:12"
"7e181ebf-8584-4022-931c-ed936a6cca8c";"86";"5";"topup";NULL;"2019-10-12 12:13:32"
"7fe10484-0aa4-4f1d-8df9-5f7fb1d939b7";"127";"5";"charge";"Aptitude test reservation";"2019-11-25 10:37:47"
"7ff2afe0-3d97-4a23-a598-75a10b13200b";"121";"5";"topup";NULL;"2019-10-12 10:40:21"
"8100866b-5dd2-4ca0-9bd4-a711fb8fc93c";"142";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Soshum STG a705ffc8-6eed-407b-b02b-9b86bd31a252";"2019-11-11 10:23:33"
"81ef1db3-6f36-4fa1-9254-71141c8bbb78";"127";"5";"charge";"Aptitude test reservation";"2019-11-25 07:42:44"
"821c999c-09b7-435f-8023-dcdaf7d49ac1";"131";"5";"topup";NULL;"2019-10-12 10:40:21"
"82d69b3c-d75b-4604-99b3-f994be63c78b";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 09:17:28"
"8304b30e-b38f-4cdb-be9f-c63d69aae057";"107";"5";"topup";NULL;"2019-10-13 03:10:38"
"83471571-dd13-47aa-8af8-76b1164e4eef";"127";"5";"charge";"Konseling 1on1 reservation";"2019-11-19 04:12:17"
"8390ee5d-c935-431e-ac2e-692a3375c100";"128";"5";"charge";"Video Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-12-25 19:16:32"
"83e85149-3fb6-4aab-9fb8-cd147265b0d3";"123";"5";"charge";"Tryout UTBK";"2019-10-24 07:37:12"
"854ad2eb-e480-49ef-9e1d-086429bed2b8";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-28 07:11:29"
"85a488bd-3781-4662-866b-422584b0520d";"123";"5";"topup";NULL;"2019-12-05 03:47:22"
"85ffc13b-5898-4805-bc4b-6f9490531e22";"123";"5";"topup";NULL;"2019-11-28 06:52:20"
"87bcd07e-f71e-4e5c-90f4-f5f82adc983e";"123";"5";"topup";NULL;"2019-12-03 07:36:59"
"88a5eed2-4004-4b5e-a885-09fe2496fa0d";"127";"5";"charge";"Aptitude test reservation";"2019-11-25 04:05:34"
"891161aa-bd57-4e67-8c01-468a6436d1da";"121";"5";"topup";NULL;"2019-10-13 04:33:12"
"891c8409-e51f-45a2-9d4d-26441991efd8";"150";"0";"charge";"Pending Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2020-01-03 04:41:05"
"8921a03c-9d2a-4d70-bc58-12576581eb18";"43";"5";"charge";"Aptitude test reservation";"2019-12-21 05:31:16"
"89319d4f-666b-4c79-a534-0d5ae7977a21";"32";"5";"topup";NULL;"2019-10-13 04:33:09"
"894b02ee-b372-46cd-b0e5-bb89cd25ab26";"86";"5";"topup";NULL;"2019-10-13 03:10:35"
"89788a81-3ccd-44ad-aba0-7313ffb57cc4";"127";"5";"charge";"Konseling 1on1 reservation";"2019-11-20 07:41:24"
"897b087b-5d22-4315-b574-7958d7aba1ce";"135";"5";"charge";"Aptitude test reservation";"2019-12-19 04:15:35"
"89b78f78-109d-4bd3-9d9f-9518d9fab6b4";"25";"5";"topup";NULL;"2019-10-12 12:13:33"
"89bb3f60-5b23-4038-a80d-f6b7f1bc5259";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 10:20:03"
"89ca6cb9-5717-494c-9641-8f23b80306b2";"135";"5";"charge";"Aptitude test reservation";"2019-11-28 08:53:09"
"89ed2b7c-e259-4b32-8a16-300555b92a00";"127";"10";"charge";"Konseling 1on1 reservation";"2019-11-12 07:06:05"
"8a814a60-8b23-49e0-b857-ac2c2bc0df01";"97";"5";"topup";NULL;"2019-10-13 04:33:10"
"8b0c6c26-b68f-4000-add1-6a936143f2b5";"135";"5";"charge";"Aptitude test reservation";"2019-11-29 10:43:58"
"8c8401ba-beab-4059-9198-d84a56d5027e";"155";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2020-01-06 11:31:33"
"8ca1cf74-3888-4f36-90af-8e69d19d03f2";"127";"5";"charge";"Aptitude test reservation";"2019-11-14 05:19:40"
"8cb187fa-d55f-4285-bd15-2b9e92070f5e";"132";"5";"topup";NULL;"2019-12-04 10:24:54"
"8cd8ff64-e504-4809-9db1-e224ecf343a7";"123";"5";"topup";NULL;"2019-12-04 03:49:32"
"8ce629fc-97ff-42c2-a1d6-577aa066f819";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 03:02:16"
"8d75ca1b-e114-4eb6-8518-3afa4a204e5d";"127";"5";"charge";"Aptitude test reservation";"2019-11-25 10:33:18"
"8db4446d-2055-4e93-b48b-f1c9f07bdf2c";"127";"5";"charge";"Konseling 1on1 reservation";"2019-11-20 07:33:41"
"8e421975-7409-4f9c-8025-0ea63b83ff5d";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 10:16:28"
"8e6ae3d7-1cdb-49f3-8da7-795702337737";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-30 13:49:17"
"8e7ef444-d72b-47f0-b161-a05f9914ae51";"135";"5";"charge";"Aptitude test reservation";"2019-12-10 07:31:05"
"8ee4da1e-fed5-4157-86d3-d20f289ec9a7";"135";"5";"charge";"Aptitude test reservation";"2019-11-27 03:14:15"
"8fa13d14-b3be-41fc-8dbb-4550773c8868";"123";"5";"topup";NULL;"2020-01-10 03:53:42"
"909f3b25-a0b9-4d1b-9e7e-81521d1ae583";"128";"5";"charge";"Video Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-12-25 19:31:51"
"912208e8-b1ee-49c0-8cd1-c077e57ca703";"43";"5";"charge";"Full Tryout Registration: TEST TryOut UTBK 2020 #2 - Saintek STG 3910cbc4-ecd6-477c-b158-bd3064d3451a";"2019-11-15 12:07:33"
"91e92a57-3022-40b2-af49-017283abf78e";"127";"5";"charge";"Konseling 1on1 reservation";"2019-11-20 07:36:15"
"9227fbaa-c4c7-486e-82e4-295f66743966";"12";"5";"topup";NULL;"2019-10-13 04:33:07"
"92b29b48-d267-491d-a2bb-cab5811abb5e";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-29 08:57:46"
"937da61a-afc0-4adb-b909-f111927397f0";"127";"5";"charge";"Aptitude test reservation";"2019-11-25 04:24:49"
"945c3895-e551-4a2c-8ff5-952de6b6addb";"3";"5";"topup";NULL;"2019-10-12 12:13:24"
"94a42b5c-0d3c-48a0-94a2-e10427ca5a31";"104";"5";"topup";NULL;"2019-10-12 12:13:32"
"94db64f1-2656-4ac2-91b3-0b61fb01f9b3";"129";"5";"topup";NULL;"2019-10-13 03:10:47"
"9563a49e-5c18-41c6-ae1d-daaf5220366d";"128";"5";"topup";NULL;"2019-10-12 12:13:32"
"95872e6d-7767-45d8-aa1e-32a89ddf08d6";"121";"5";"topup";NULL;"2019-10-12 12:13:33"
"959c2543-4100-4d1f-a04b-b5d2337166ae";"123";"1";"topup";"Coba topup";"2019-10-07 06:44:17"
"95b6e0c9-c13b-41c8-95e8-bb014fd4ba58";"128";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - Soshum STG de9b4a69-865b-497a-87b5-90cfcff42ea6";"2019-12-19 03:43:05"
"95edfc37-5780-4f6a-a53f-86956667d33d";"12";"5";"topup";NULL;"2019-10-12 12:13:24"
"96129eb3-78d0-4d60-801d-47f3b3eef3de";"43";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2019-12-14 18:31:31"
"9773d743-1e61-4f98-a947-0b034f1eff77";"127";"5";"charge";"Aptitude test reservation";"2019-11-25 07:35:06"
"9856c6d8-8ad7-4d9a-9cbd-54b521fda4cd";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 10:12:55"
"985bcd1d-2384-408a-a0e5-63d52f7b43e0";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 10:09:40"
"98e26b72-e167-46f7-a96f-e8375568f405";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-30 13:43:19"
"98ea6d20-720d-4592-bf99-9deac3b79f79";"135";"5";"charge";"Aptitude test reservation";"2019-11-28 10:57:40"
"98fa63f8-e91d-43a6-84c5-cff92ec58bc7";"127";"10";"charge";"Manual Booking: Konseling 1on1";"2019-10-28 03:38:39"
"9935554c-6973-450c-a410-28836bdf43d4";"150";"0";"charge";"Pending Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2020-01-03 04:48:41"
"9958b7b8-8087-41d0-bacc-201f3280e410";"121";"5";"topup";NULL;"2019-10-13 03:10:43"
"997af073-bc67-4676-96e2-1cff8c4728ac";"7";"45";"topup";NULL;"2019-12-12 04:29:32"
"99b077c2-858d-4dc3-bf7b-73a1cdaf62bf";"135";"5";"charge";"Aptitude test reservation";"2019-12-10 06:38:55"
"99c397c4-3480-48c9-b24c-e05fb6ee28bb";"128";"5";"charge";"Video Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-12-24 08:22:51"
"9acbd22e-55f3-4167-ac73-93715751220c";"97";"0";"charge";"Full Tryout Registration: Test PAS Semester 1 358e5fca-1ece-4735-8003-e429c08b86ab";"2019-11-29 13:20:40"
"9ad2ec5b-f959-40fd-a1f4-3f2204885c1a";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-31 03:30:58"
"9d88b952-b2da-4d8d-a545-abe9ff747383";"129";"0";"charge";"Pending Tryout Registration: TryOut UTBK 2020 #3 - IPC STG 2f915617-0dfd-4e3f-a392-c3fc8df0ecb7";"2019-12-13 13:09:59"
"9d947511-b7bf-4657-bfe4-1bdb66af64db";"135";"5";"charge";"Aptitude test reservation";"2019-12-13 10:28:57"
"9df5a92e-e798-4a8b-a855-1f61ada878e8";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-28 04:15:53"
"9e2d2f62-fb26-400e-a4c8-00195efad52b";"104";"0";"charge";"Free Tryout Registration: TryOut UTBK 2020 #1 - Saintek 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-10-10 07:15:47"
"9ee8adb3-9a18-4be5-8206-86faf293803c";"128";"5";"charge";"Video Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-12-25 19:21:05"
"9f210965-550d-4e56-b3da-8562d2f591aa";"123";"5";"topup";NULL;"2020-01-06 05:43:47"
"9f3ed996-fd01-4d33-a0bf-b09c62b37b90";"104";"0";"charge";"Free Tryout Registration: TryOut UTBK 2020 #1 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-10-08 08:16:50"
"9fced9e4-0a6b-4add-bcca-361cffdbcdea";"123";"5";"topup";NULL;"2019-10-24 10:16:55"
"a01b720b-166f-4583-bf0c-db10408cf9c0";"120";"5";"topup";NULL;"2019-10-12 12:13:32"
"a07084e3-92d9-4984-a058-8b2b45b068e2";"43";"0";"charge";"Full Tryout Registration: Test PAS Semester 1 358e5fca-1ece-4735-8003-e429c08b86ab";"2019-11-29 02:10:53"
"a0aa5d70-2084-4beb-97be-252b327ea8cf";"123";"5";"topup";NULL;"2019-10-13 04:33:12"
"a0d32c6f-7c15-43ed-bedd-d13e577815ec";"127";"5";"charge";"Aptitude test reservation";"2019-11-29 04:45:08"
"a118a48c-9b15-40c9-83e9-e2d4d47f62fd";"127";"5";"charge";"Aptitude test reservation";"2019-11-14 05:06:42"
"a17cfe86-13c8-4b4a-b806-b55a4d4e76a3";"123";"5";"topup";NULL;"2020-01-03 10:10:02"
"a1a5365d-8d5e-4050-8f30-baa29cb51f33";"7";"5";"topup";NULL;"2019-10-13 04:33:07"
"a253e9e0-936c-4b02-ba0c-215c99633637";"43";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - Saintek STG 2adb73ac-f35e-4657-9c09-8db9cc02c1a4";"2019-12-14 18:10:21"
"a2d4a1d8-10b5-4550-9ee0-10a75b78a4fe";"127";"10";"charge";"Manual Booking: Konseling 1on1";"2019-10-23 04:09:35"
"a44b7024-051e-4aca-bfb5-36ca3c62938a";"127";"10";"charge";"Konseling 1on1 reservation";"2019-11-18 05:49:01"
"a450b4b0-72b8-45ef-a23a-1995866f9820";"122";"5";"topup";NULL;"2019-10-12 12:13:33"
"a46aba60-47e8-4d1d-a03e-9fd76b4f8b95";"139";"5";"charge";"Aptitude test reservation";"2019-12-11 08:10:56"
"a46ba06b-2256-4d5d-a11f-4f5ff45a6b60";"22";"5";"topup";NULL;"2019-10-12 12:13:25"
"a538f112-e886-4293-acb4-4fda8b003737";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-31 03:23:11"
"a577efe3-ffac-4d7e-b701-46b0592256eb";"104";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - Soshum STG de9b4a69-865b-497a-87b5-90cfcff42ea6";"2019-12-12 09:25:39"
"a5becacc-fc3b-4b9b-b08c-18ac569e3473";"123";"5";"charge";"Tryout UTBK";"2019-10-24 08:43:54"
"a5c6c252-c9e1-4607-9505-5acbbfb4e86a";"123";"5";"topup";NULL;"2019-10-12 12:13:33"
"a65cc1c5-28ff-4454-9c61-db60a763d594";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-30 13:49:07"
"a68c18c6-6c98-40e5-9b96-730680ddf60b";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-30 13:49:09"
"a69df6dd-a6a7-4a04-bc05-899fa81b2633";"123";"5";"topup";NULL;"2019-12-03 11:26:22"
"a6fb814a-221a-4bec-9c21-ee7332e8c546";"142";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-11-11 09:39:57"
"a701ddd9-7c79-4fd3-9bb2-7b81be5577bd";"148";"5";"topup";NULL;"2019-12-02 02:54:13"
"a71781b6-495f-489a-ba79-d94433091ead";"7";"0";"charge";"tes";"2019-12-30 08:29:18"
"a7c66e33-d4a5-4d06-bdb2-16acccb91955";"123";"6";"topup";"Coba topup";"2019-10-24 08:43:53"
"a7c85702-0c77-4c07-a299-d1d4e145380f";"47";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-10-11 08:35:56"
"a7fea5fb-1a3f-4c75-844b-461dfb34e52b";"24";"5";"topup";NULL;"2019-10-12 12:13:24"
"a80e198b-f549-46e8-be5e-2711c99c67ab";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-28 04:39:34"
"a8166393-ef3c-4cde-9368-1eed211c33f6";"123";"5";"charge";"Tryout UTBK";"2019-10-24 07:37:18"
"a9f2bd7c-7989-4e15-884c-c03f0ea2dc71";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-30 13:35:07"
"aa383bbc-5e25-4fb2-bcff-f00d95a686f0";"127";"10";"charge";"Konseling 1on1 reservation";"2019-10-30 13:49:12"
"aa8d333b-b2f2-47d9-8b55-a135bc3766e2";"123";"5";"topup";NULL;"2020-01-06 06:14:29"
"aba532d3-3e72-4efc-8adf-c345a422d158";"43";"3";"charge";"Full Tryout Registration: TryOut UTBK 2020 #3 - IPC STG 2f915617-0dfd-4e3f-a392-c3fc8df0ecb7";"2020-01-11 00:08:05"
"abb71fe0-c338-4894-80c9-db1172ac8703";"127";"5";"charge";"Aptitude test reservation";"2019-11-13 10:33:27"
"abd2ac0f-fb2c-4aeb-a604-b08a760e2d72";"127";"5";"charge";"Aptitude test reservation";"2019-11-14 04:04:08"
"abe7eafd-7dff-42eb-939d-8e2346e383cd";"155";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2020-01-07 03:44:34"
"acf2f89c-d81f-4518-ac3f-28df95f44034";"127";"0";"charge";"ASF";"2019-10-30 13:48:04"
"ada830bd-b6bd-475d-8cce-fd38b5b21dc0";"135";"5";"charge";"Aptitude test reservation";"2019-11-27 03:17:57"
"adbdca5b-ed8a-4b49-82cc-9c186783c7bf";"104";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek STG 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-12-19 04:30:11"
"aed92ac3-52bb-4c3b-a47b-8d4203b705db";"127";"5";"charge";"Aptitude test reservation";"2019-11-14 03:49:32"
"af60813a-7822-41f2-a34c-956b8b50a5a8";"127";"5";"charge";"Aptitude test reservation";"2019-11-25 04:29:20"
"af9d6e1d-edd5-4319-ae94-831e6212d49e";"97";"5";"charge";"Full Tryout Registration: TryOut UTBK 2020 #1 - Saintek 66bf941f-17f7-4c60-b330-b8a9b5fe4be4";"2019-10-09 08:31:32"
"b000801d-dcdf-47e4-ba9c-d7383ff854cb";"135";"5";"charge";"Aptitude test reservation";"2019-11-29 10:37:06"
"b0e06dc1-cf28-4df5-ad02-49469b9dd812";"123";"5";"topup";NULL;"2019-10-24 04:18:13"
